id,query,product_title,product_description,median_relevance,relevance_variance,,
21379,plantronics corded headset,Plantronics Audio 655 USB Stereo Corded Headset For Internet Calling,"With dual 40 mm speakers that deliver rich, full-range digital sound, the Audio 655 offers exceptional performance for your PC audio needs. A lightweight design and pillow-soft ear cushions give you the comfort you need for your music and gaming, while the noise-canceling microphone with adjustable boom provides clear conversations without distractions, letting you make crisp-sounding Internet calls.",4,0,,
21380,ps3 memory card,Dane 8GB SD Memory Card - Black (DA-SDHS08GT3-C),"Take photographs of your favorite moments without worrying about running out of memory with the Dane SD card. It has 8GB of storage capacity to store the images and videos of all your memorable moments. Plug and play. SD slot wired connectivity.

    Memory Storage Capacity: 8GB

    Wired Connectivity: SD Slot

    Features: Plug and Play

    Battery no battery used",2,0.748,,
21382,high heels shoes,Women's Highest Heel Kissable-11 Black Kid Polyurethane,"El Kissable-11 es una bomba de la plataforma cubierta clásico con un alto tacón de aguja.

Altura del taco: 5,5 pulgadas",4,0.433,,
21383,stick vacuum,Shark Rocket DeluxePro Ultra-Light HV321,,4,0.943,,
21386,anime necklace,"Pink Rhinestone Sterling Silver-Plated Heart Pendant, 18 with 3"" Extender""","About this item
The Pink Rhinestone Sterling Silver-Plated Heart Pendant is an ideal way to show that special someone how much you care. Unlike a dozen roses or chocolates, this Sterling Silver Heart Pendant, measuring 18�?with 3�?extender, won't wilt or spoil. The Rhinestone Pendant features 24 hand-set pink crystals in a slim, designer-inspired, silver-plated heart and is a timeless and elegant piece of jewelry. The Pink Rhinestone Sterling Silver-Plated Heart Pendant is suspended on an 18"" silver link chain with a 3"" extender, making it adjustable to the wearer.",3,0.943,,
21393,punch bowls,Libbey Punch Bowl. 14-Piece Moderno Punch Bowl Set 55536,"Libbey Punch Bowl. 14-Piece Moderno Punch Bowl Set 55536

One 14-quart punch bowl, one glass ladle, twelve 11-ounce glass punch cups Material: glass Elegant, handmade classic punch bowl with handcrafted lip matches with any piece from the moderno series Hand washing required for all pieces of this set Great for floral centerpiece This beautiful, classic set Features one 14 quart punch bowl, one glass ladle, and twelve 11-ounce glass punch cups. Great for entertaining large groups. Punch bowl can also be used as a dramatic floral centerpiece. All pieces are hand-made, and the punch bowl is made of thick glass with a brushed polished rim. Careful handling and use is required with this gorgeous punch bowl and ladle.",4,0,,
21395,nike flip flops,Women's Nike 'Flex Motion' Flip Flop,"Solarsoft foam and a flex-groove sole ensure that this sporty flip flop provides a smooth, comfortable ride.

Synthetic upper, lining and sole.
By Nike; imported.
BP. Shoes.",4,0,,
21398,iphone 4 case,Incipio Stowaway Card Case for Apple iPhone 4/4S - Gray/Blue,"A rugged polycarbonate material provides excellent protection around the back, sides and front rim of the iPhone. With full access to your screen, EDGE® PRO�?makes the perfect choice for protection and functionality. It features an upgraded camera hole ring that diffuses your camera's flash for high-quality photos without case interference, and you'll also have full access to the volume control and headphone",4,0,,
21400,bike for children,Kent Boys 18'' Action Zone Kids Bike,"The Kent Boys Action Zone Kids Bike gives your little biker a chance to crank it up! Designed for kids but with adult bike features, the Action Zone features a sturdy, low profile frame and oversized front hub flange for a smooth, fast and secure ride. Adjustable training wheels, a foot brake and dual caliper hand brakes ensure maximum safety. And, the alloy quick release seat clamp makes for fast and easy adjustment- ideal for a growing body. Help them hit the streets and learn the ropes with the Boys Action Zone from Kent.",4,0,,
21404,chocolate molds,Paderno World Cuisine 1.5,"Polycarbonate Chocolate Mold Molding chocolates requires sturdy molds that can create crisp edges and show detailed design. All molds are made of polycarbonate a thick clear material that makes these molds thermal shock-resistant and easy to clean. AllL 1 1/2"" x W 1"" x H 5/8""",4,0,,
21405,pyrex,Pyrex 6 Piece Storage Value Pack,"The Pyrex 6-piece storage value pack has everything you need to store your ingredients. It has rectangular glass storage containers of different sizes. These containers are ideal for storing leftovers, pulses, rice and more. They can also be used for baking pies or cakes. These containers come with lids that offer an airtight seal to keep your contents safe.",4,0.471,,
21410,baseball photo frame,Pittsburgh Pirates Fan Memories Desktop Photo Mint Frame,"Officially licensed by MLB and proudly made in the USA by The Highland Mint. A 10"" x 12"" frame with a removable easel back and double matting displays your own 5"" x 7"" photo along with your favorite team's logo and a minted team commemorative coin. Materials: Wood, Metal, Paper, Glass. Dimensions: 10""L x 12""W x 1""H Weight: 3 lbs",3,1.166,,
21411,gym gloves,Gold's Gym Weight Lifting Gloves,"Protect your hands with these Leather Weight Lifting Gloves. With a half-finger design and microfiber leather palms, these gloves provide comfort and support for your strength training. These Weight Training Gloves help absorb pressure on your hands and wrists, prevents calluses and offering a better grip on your weights. The hook-and-loop adjustment allows for a comfortable and customized fit.
Gold's Gym Weight Lifting Gloves:
Half-finger design
Microfiber leather palms
Hook and loop adjustment
Help absorb pressure, prevents calluses and gives a better grip",4,0.471,,
21417,hawaiian shirt,Genuine Dickies Men's Denim Button-Down Shirt,"""Batman Begins"" explores the origins of the ""Batman"" legend and the Dark Knight's emergence as a force for good in Gotham. In the wake of his parents' murder, disillusioned industrial heir Bruce Wayne (Christian Bale) travels the world seeking the means to fight injustice and turn fear against those who prey on the fearful. He returns to Gotham and unveils his alter-ego: 'Batman', a masked crusader who uses his strength, intellect and an array of high tech deceptions to fight the sinister forces that threaten the city.

Stills Gallery, Theatrical Trailer, Languages: English, French And Spanish; Subtitles: English, French, Spanish, Japanese And Korean.

""The Dark Night"" Prologue; ""Tankman Begins: A Batman Begins"" Spoof, ""Batman - The Journey Begins""; ""Shaping Mind and Body""; ""Gotham City Rises""; ""Cape and Cowl""; ""Batman - The Tumbler""; ""Path to Discovery""; ""Saving Gotham City""; ""Genesis of the Bat""; ""Reflections on Writing 'Batman Begins' with David S. Goyer""; ""Digital Batman""; ""Batman Begins Stunts/Confidential Files"".",1,0.471,,
21418,baseball cleats,Easton Baseball Backpack Royal Carrying Case,"This bag is constructed from durable polyester that's designed to last for many seasons. Carry your equipment comfortable with this bag, which includes a ventilated cleat compartment and easy access for in-game use.",3,0,,
21419,legos,Lego Ninjago: Fight the Power of the Snakes,"The Masters of Spinjitzu are at it again  this time in an all new LEGO® Ninjago Brickmaster from DK.
Young aspiring ninjas are encouraged to create even more of their own LEGO® Ninjago adventures with this second amazing set. LEGO® Ninjago Fight the Power of the Snakes Brickmaster will include a set of bricks, two minifigures, and an exciting adventure story book packed with building instructions to help children to build fun models with hidden features and transformations! Join the ninjas on their most exciting adventure yet as they battle Lord Garmadon and his fearless army in DK's all new LEGO® Ninjago Fight the Power of the Snakes Brickmaster!""
LEGO, the LEGO logo, the Brick configuration and the Minifigure are trademarks of the LEGO Group. © 2012 The LEGO Group. Produced by DK Publishing under license from the LEGO Group.",4,0.433,,
21420,crocs,Crocs Bubble Gum Women's Kadee Realtree Flat Shoes,Our all-time favorite flats are ready to go undercover �?we’ve given them a genuine Realtree® camo pattern. All the comfort is here �?they’re made with Croslite�?foam to keep them light and cushiony.,4,0,,
21422,galaxy note 3,Insten For Samsung Galaxy Note 3 BOLT Case With Kickstand/Holster/Protector Red/Black,"BOLT Cover w/ Kickstand, Holster, Screen Protector, Hook, Lanyard, and Accessories compatible with Samsung Galaxy Note 3 N9000, Red/Black BOLT
Quantity: 1
Case compatible with: Samsung Galaxy Note III N9000
NOT compatible with: Samsung Galaxy Note, Note II, Note III Neo
Give your phone an extra edge by using this product
It will protect your phone from unwanted scratches
This Case cover is specifically designed for your phone
SAMSUNG© is a registered trademark in the United States or other countries. Samsung does not endorse use of these products.
Product names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products.",2,0.894,,
21423,pots and pans set,Circulon Genesis Aluminum Nonstick 12-pc. Red Cookware Set,"Cookware Sets. Deliver inspired, healthy dishes that earn rave reviews every time with this 12 piece cookware set. The essential Circulon Genesis Aluminum Non-stick Cookware Set was designed deliver striking contemporary looks with enduring performance. Finished with the unique TOTAL Food Release System, this set combines durable, top-quality metal non-stick with raised circles to reduce abrasion. Red Includes: 1-Quart and 2-Quart Covered Saucepans, 3-Quart Covered Saute, 3-Quart Covered Saucepot, 6-Quart Covered Stockpot, 8.5-Inch and 10-Inch Skillets Non-stick Stain-resistant TOTAL Food Release System Oven safe to 500 F Double riveted handles Handles: stainless steel Lids: shatter-resistant glass Porcelain/aluminum Imported",3,0.471,,
21424,white jeans,Men's Standard Clean White Jeans - Clean white (32),"The 7 For All Mankind Standard cut is a classic straight-leg style, tailored from waist to hip for a refined look that's still comfortable. Straight legs give it tried-and-true casual appeal—these are jeans you can wear every day.",4,0.471,,
21426,routers,Netgear R6300V2 AC1750 1300 Mbps 4-Port Gigabit Wireless AC Router,,4,0,,
21427,rain jacket,The North Face Kikori Rain Triclimate Jacket for Boys,"The North Face® Kikori Rain Triclimate® Jacket for boys covers mild, chilly and every crazy weather pattern in between. This innovative performance jacket's snap-in compatible 3-in-1 design boasts HyVent® waterproof, breathable technology, a removable 100% recycled polyester fleece inner coat, and 100% nylon plain weave shell with fully sealed seams. The North Face Boys' Kikori Rain Triclimate Jacket features include reflective logos on both sides and a zippered outer shell hand pocket. Manufacturer's lifetime warranty. Imported.
Manufacturer style #: CN62BL5.
Boys' 3-in-1 performance jacket
Removable 100% recycled polyester fleece inner coat
100% nylon plain weave shell with fully sealed seams
HyVent waterproof, breathable technology
Zip hand pockets on outer jacket
Snap-in compatible
Reflective logo on both sides
Manufacturer's lifetime Warranty",4,0,,
21435,fitbit charge,Fitbit Charge Wireless Activity Wristband Black Slate Small Large,,4,0,,
21442,headphones earbuds,Philips In-Ear Headphones Basic - Assorted Colors,The ultra small in-ear design with soft caps for comfort and compact fit. With small efficient speakers for dynamic bass and clear sound.,4,0.943,,
21444,rachel ray cookware,"Rachael Ray Hard-Anodized 10 Skillet- Orange Handle""","Cook your next meal in style with the Rachael Ray Hard-Anodized 10"" Skillet- Orange Handle. This round shaped skillet has a nonstick coating that makes frying and clean up easy. The nonslip rubber handle will also help you get a good grip as you stir and fry your dish without it heating up. These skillets are a great size and will quickly become one of your favorites in the kitchen.",4,0.49,,
21445,apple iphone 32 gb otterbox,INSTEN Stylus/ Headset/ Black Phone Case Cover/ Protector for iPhone 3G/ 3GS,,2,0.471,,
21446,k cups,Tully's French Roast K-Cup Packs - 80 ct.,"A smokey, decadent tale. Our most popular roast. French Roast is the ultimate coffee story, as written in a Parisian café: powerful and intense, with a bittersweet end. Made with 100% Arabica coffee.",4,0,,
21457,wall clocks,Modern 3D DIY Butterfly Flower Sticker Home Living Room Decor Mirror Wall Clock,,4,0.471,,
21466,wine rack,"72 Bottle Wood Wine Rack, Pine, Exclusive Pin Lock, Stackable, Modular Cellar",,4,0,,
21468,khaki pants,Dickies Big Men's 874 Traditional Work Pants,"The original Dickies are still the best. Featuring the trademark permanent crease and a stain-release finish, these are the pants that can handle the dirtiest of dirty work and still come back as fresh and strong as ever.",3,0,,
21473,candle chandelier,World Imports Bellingham 6 Light Candle Chandelier,,3,1.166,,
21474,hat rack,Forma Coat and Hat Rack Stainless Steel 17-3/4,,4,0,,
21476,patio tables,International Caravan Acacia Adirondack Patio Bar Table,"Gather 'round the Acacia Adirondack Patio Bar Table and swap old stories or get started making some new ones. This table is designed to last long enough that you may even be able to do both. Built from durable Acacia wood, this tall outdoor bar features an oil-stain finish that brings out the natural beauty of Acacia while helping to create the weather-proof protection that will keep this piece of patio furniture strong and reliable on your porch or patio. Two storage shelves inside the bar give you room for storing drinks, food, or supplies, and the wide bar top easily has room for two to four people. If an outdoor bar is something you're thinking about, you should also take a look at the Acacia Adirondack Patio Bar Chair.",4,0,,
21477,car jump starter,AVTek AVTEK Emergency Car Jump Starter 1 USB,Volt Reactor is a multifunction unit with several features. Have you have ever been stranded with a dead car battery? What do you do when your cell phone is out of juice and you need to make an emergency call? Laptop battery died? The solution? The Volt Re Vehicle Battery Jump Starter|Charging Station For Any Device With A USB Cable|Powerful Enough To Jump Start Your Car Up To 10 Times|Includes Jump Start Cables This item cannot ship to APO/FPO addresses. Please accept our apologies.,4,0,,
21480,ecco shoes,Ecco Men's BIOM Zero Golf Shoes MENS SOE SIZE EURO 45 (US 11-11.5) MEDIUM,"The new Biom Zero Golf Shoes are the lightest, most flexible low profile golf shoe ever created by Ecco. This limited edition golf shoe features BIOM technology that promotes a natural foot position, provides full-length support and ensures optimal comfort. The Biom Zero is so named because it has zero heel drop, and that means maximum feel, bringing you closer to the ground than any other Ecco golf shoe. This golf shoe is extremely flexible, thanks to Direct Injection, a process unique to Ecco, that allows for one piece construction without gluing or stitching.The upper is constructed of Ecco's premium Caldera Leather, a unique full grain leather that is stain-resistant, durable and exceptionally easy to clean. Inside you'll find Ecco's innovative Second Skin leather lining that wicks away moisture while cradling the foot in a rich, supple cocoon of comfort. Traction won't be a problem, either, with the patented Street outsole featuring the Ecco dynamic traction system (E-dts).",4,0.471,,
21488,notebook paper,Sparco Notebook Filler Paper - 100/PK,"Standard filler paper is three-hole punched for an easy fit in standard-size, three-ring binders. Each college-ruled sheet of 16 lb. paper features faint blue ruling with a red margin line.",4,1.166,,
21492,pressure cooker,T-FAL CLIPSO 6.3 QUART ALL COOKTOP STAINLESS STEEL PRESSURE COOKER 198,,4,0.471,,
21503,victoria secret pink shorts,Girls 2T Cute Pink Black Green Summer Shorts Romper Outfit,A cute summer outfit for your little girl from RMLA. This 1pc romper has a color block top with button detail. The belt at the sash is a bright contrasting green.,1,0.433,,
21504,infinity scarf,Women's Crochet and Knit Infinity Loop Scarf - Coral,,4,0,,
21505,skeleton poster,Skeleton Dance Movie Poster (11 x 17),,3,0.943,,
21507,aveeno shampoo,"Aveeno Active Naturals Pure Renewal Shampoo, 10.5 fl oz","Aveeno Active Naturals Shampoo is designed to give your hair weightless softness, shine and manageability. Aveeno Pure Renewal Shampoo is infused with a balancing extract that carefully lifts away impurities and rebalances moisture levels without over-stripping your hair. Aveeno Naturals Shampoo is sulfate-free and safe for color-treated hair. This Aveeno Active Naturals Shampoo is offered in a convenient 10.5 fl. oz. size that can be used at home or easily packed when traveling or going to the gym. Refresh and rebalance your hair with Aveeno Naturals Shampoo.

Aveeno Active Naturals Pure Renewal Shampoo:

    Refreshes and rebalances for manageability
    Sulfate free
    Seaweed extract
    Safe for color-treated hair
    10.5 fl. oz.",4,0,,
21508,galaxy note 3,GEARONIC Ultra Slim Thin TPU Hard Case Cover for Samsung Galaxy Note III 3 N9000 - Clear,"Add protection and color to your Samsung Galaxy Note 3 with this ultra slim TPU hard case. This case is shockproof and protects your phablet against dirt, scratches and drops. The case allows full access to all ports, buttons and camera. Only compatible with the Samsung Note 3.",2,1.356,,
21517,bridal shower decorations,"Mini Honeycomb Pink Stitching Baby Shower Decorations, 4pk","Sweeten up your party table with our adorable Pink Stitching Baby Shower Honeycomb Centerpieces. Measuring 6"" high and featuring baby blanket inspired details and ""Baby Shower"" text, this sturdy, cardboard table centerpiece sits atop a pink paper honeycomb decoration. Coordinate these Pink Stitching Baby Shower Honeycomb Centerpieces with other party supplies and solid color decorations to personalize your event. Mini Honeycomb Decorations are sold in a package of four and measure 6"" high.",2,1.2,,
21518,cross strap backpack,Pacsafe Metrosafe 150 GII Anti-Theft Cross Body Sling Bag Black - Pacsafe Slings,,4,0.8,,
21519,duck dynasty,"Duck Dynasty 22 Bubble Balloon (Each)""","String up our Duck Dynasty 22"" Bubble Balloon and you'll have everyone tapping into their inner redneck! Each clear balloon is perfectly round and has printed pictures of Phil, Si, Jase, and Willie with green duck accents.-----Duck Dynasty 22"" Bubble Balloon (Each)",4,0.943,,
21522,soda stream,A2 New SodaStream Source Home Soda Maker - White - Soda Stream Model: Source,,4,0.471,,
21524,dresses for women,Spring Core Basics Faded Glory Women's Sporty T-Shirt Dress 2 Pack Value Bundle,60% COTTON 40% POLYESTER JERSEY WASH INSIDE OUT. MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE. ONLY NON-CHLORINE BLEACH WHEN NEEDED. TUMBLE DRY LOW. MEDIUM IRON.,2,0.943,,
21526,harleydavidson,Maisto Harley-Davidson 1:24 2004 FLHTPI Electra Glide Police with 1999 Ford F-350 Super Duty,The police version of the Harley-Davidson® Electra Glide® goes with a police-decorated Ford Super Duty pickup. Both are made of die-cast metal with plastic details. The motorcycle has a steerable fork while the pickup has opening doors and tailgate.,3,0.471,,
21527,cast iron skillet,WAGNER WARE SIDNEY NO 11  CAST IRON SKILLET PN/ 1061-A,,4,0,,
21528,button down shirt,George UK Baby Toddler Boy Anchor Print Short Sleeve Button Down Shirt,"Britain's most loved kidswear brand, George is a one-stop shop for the cutest boys' and girls' clothing. Whatever their age, they'll look adorable in George's Cool and cute everyday must key items. This must-have label is packed full of detail and quality that growing fashionistas will love. This anchor shirt is a smart way of upgrading his collection. With an all-over on-trend anchor print and cotton fabric, this piece is sure to become the key to his looks this season.

Anchor Shirt:
George British Collection
Button fastening
100% cotton
Single chest pocket
Short sleeve",4,0.471,,
21529,wired xbox 360 controller,New Wired USB Game Pad Controller For Microsoft Xbox 360 Black Shipping US,,4,0,,
21530,ps3 wireless controller,dreamGEAR Radium Wireless controller - game pad - wireless,,3,0,,
21532,electric blanket,Biddeford Heated Micromink Sherpa Throw - Red Plaid,Biddeford's warmest and most cuddly heated throw is made from luxurious micro mink plush fabric on one side and a super soft fluffy sherpa on the other side. The perfect combination of warmth and comfort for those long cold winter days and nights! The digital controller allows you to choose from six heat settings to provide the perfect warmth level. It also features a 10-hour automatic shut off for added safety. An extra-long 13 foot power cord allows you to snuggle with your throw in any room. This heated throw is machine washable and dryable and comes with a 5 year warranty.,4,1.414,,
21538,blue mini fridge,Kitchen Cook and Floral Soiree Wall Art Stickers,"Better than the magnets on the refrigerator, this Kitchen Cook letter wall stickers in a soft color pallet adds a heartwarming aura to any kitchen's decor. Just like a homecooked meal, this is a create it your way sticker fun.

Brand: Fine Decor
Model: CR-30145
Dimensions: Three (3) 12 inches wide x 12 inches long
Theme: Modern
Materials: Vinyl
Care Instructions: Wipe with damp cloth
Easy to apply just peel and stick
Repositionable and always removable
Safe for walls",1,1.414,,
21541,plantronics corded headset,Plantronics Blackwire 700 Series Bluetooth-enabled Corded USB Headset,"The Blackwire 700 Series is the versatile UC headset that offers high-quality PC audio and seamless Bluetooth connectivity to mobile phones and tablets. Enjoy unmatched audio quality, industry-first Smart Sensor technology that automatically answers a call when you put on the headset, and a detachable cable for taking your mobile calls throughout the office.",4,0.471,,
21542,pyrex,Pyrex 8-pc. No Leak Clear Container Set,,1,1.414,,
21543,san francisco 49ers,San Francisco 49ers Patrick Willis Framed Uniframe,"Make a move on Patrick Willis inside this Uniframe, and complement your walls and sports memorabilia collection with your favorite San Francisco 49ers team. A perfect gift for the football fan in your life. From their backs to your wall these photographic images of your favorite player jersey will look amazing in your home, office, den or kids room. Dynamic silhouetted action images of the player with their jersey being depicted.

Officially Licensed Framed Sport Photography

•High-resolution photograph taken by professional photographer
•Beautiful black wood frame
•Photo enclosed in real glass
•Finished backing and ready to be hanged on the wall",3,0.943,,
21546,kitchen faucet,VIGO Stainless-Steel Pull-Out Spray Single-Handle Kitchen Faucet with Deck Plate,"This Vigo kitchen faucet showcases a sleek stainless steel finish on solid brass construction. The faucet comes complete with a deck plate for an elegant, finished look.",4,0,,
21547,wireless mouse,Logitech Performance MX Wireless Dual Laser Mouse,"With the Logitech Performance MX Wireless Dual Laser Mouse, you have the power to achieve. You can track precisely on more surfaces, including glass tables (4mm minimum thickness) with Logitech Darkfield Laser Tracking. And your mouse is ready when you are, thanks to the tiny receiver that stays in your laptop and flexible micro USB charging.",4,0.471,,
21549,tote bag,Classic Canvas Design Tote Bag,"Dress up any outfit with this classic canvas design tote bag. Available in designer blue, coral, sage, shitake, or wheat.",4,0,,
21552,toy trucks,Melissa & Doug Car Carrier Truck and Cars Wooden Toy Set,"Let your child explore his imagination with this cool car-carrying truck. Stocked with 7 colorful cars, this truck is ready for your little one to lower down its upper ramp and start loading up cars then lift it up and head on out on the road.",2,0.943,,
21554,samsung galaxy phone case,OtterBox - Commuter Series Case for Samsung Galaxy Note II Mobile Phones - Victory,"This sleek and tough case protects against scratches, bumps and shocks. The Commuter Series case has two layers of protection that work together to divert any impact force away from the device, keeping you and your phone ready for anything.",4,0.4,,
21555,teenage mutant ninja turtles,Fathead Teenage Mutant Ninja Turtles Wall Decals,Fathead Tenage Mutant Ninja Turtles Collection wall decals are life-size action images that you stick on any smooth suface. You can move them and reuse them and they are safe for walls.,3,0.471,,
21560,snow boots,Baby Phat Infinity Womens Size 9 Silver Snow Boots UK 6.5 EU 40.5,"Baby Phat footwear offers a full line of playful sneakers, sexy wedges, sassy high heels and pumps, and other sophisticated yet street-smart shoes with the same inimitable sensibility that creator Kimora Lee Simmons brings to her own signature Baby Phat fashion brand. Classic glamour and sophistication combine with a cutting-edge, multi-ethnic, hip-hop attitude.

And every shoe from Baby Phat by Kimora Lee Simmons sums it all up with her slinky cat logo, an image as seductive as the shoes themselves. It's no less than you'd expect from a St. Louis native who burst onto the fashion scene as a 13-year-old model and dazzled the world with her unique sense of style.",4,0,,
21562,refrigirator,"Haier 4.52-cu ft Refrigerator, Black",,4,0,,
21574,electric griddle,Proctor Silex 38513 Electric Griddle,Electric Griddle.200 square inch nonstick surface.Dishwasher safe grease tray.Cool - touch handles.Adjustable heat.Fully immersible with cord removed Details.,4,0,,
21576,gucci guilty intense women,GUCCI GUILTY INTENSE WOMEN 2.5 OZ / 75 ML EDP SPRAY TESTER BOTTLE WITH CAP,,4,0,,
21577,gold toe socks,Tic Tac Toe Adult Girls Size 9-11 White Turn Cuff Organic Crew Sock,"A great basic sock for your little girl by Tic Tac Toe. This cotton, nylon and spandex blend sock is a turn cuff organic crew sock. Perfect for dressing her up on that special occasion. Size 0-6 months fits shoe size 3-4, 6-12 months fits shoe size 4-5.5, 12-24 months fits shoe size 5-6.5, 2-4 years fits shoe size 6-7.5, 3-7 years fits shoe size 7-8.5, 5-10 years fits shoe size 8-9.5 and size 9-11 fits adults.",2,0.471,,
21578,barbie,Barbie Dolled Up Stylist Tote - recaro north,Barbie All Dolled Up Stylist Tote comes with everything a glamour girl needs needs to take care of her hair just like Barbie.,3,0.7,,
21581,golf clubs,WILSON HOPE Junior Girls Complete Golf Club Set w/Bag + 15 Ultra Golf Balls,"The Girls Wilson Hope Junior Golf Set is great for beginning golfers. This set includes an over-sized driver for increased distance, a deep-cavity, perimeter-weighted 6 iron that gets well underneath the ball for good loft and an easily maneuverable wedge that improves shots around the green.The putter includes unique alignment aids as well as an anti-glare finish. Complete Set Includes:",4,0.745,,
21583,waffle maker,Calphalon HE400WM No-Peek Waffle Maker,"Hey, no peeking! Waffles are simply a yummy breakfast food. Add syrup, fruit, granola, yogurt or cream and you've got a tasty and nutritious meal. Frozen waffles pale in comparison to freshly prepared ones. But most waffle makers require that you stand vigilant, constantly peeking to see if the cooking process is progressing nicely.Calphalon integrates an advanced system that monitors the progress of the waffle's cooking process. Special indicator lights let you know when they're done - just right - as you",4,0,,
21588,wall mirrors,IMAX Marietta Wall Mirrors - Set of 2,"IMAX now provides home and garden accessories imported from twelve countries around the world, housed in a 500,000 square foot distribution center. Additional sourcing, product development and showroom facilities in the USA, India and China make IMAX a true global source. They're dedicated to providing products designed to meet your needs. This is achieved through a design and product development team that pushes creativity, taste and fashion trends - layering styles, periods, textures, and regions of the world - to create a visually delightful and meaningful environment. Poly/MDF frame Champagne finish Ranges in width from 15-18 in. Ranges in height from 22.5-27 in.",4,0,,
21590,dc shoes black,DC NYJAH HIGH (Men's) Red-Black-Suede,,2,0.471,,
21593,thomas the train,Thomas The Train Pinata Kit,"Thomas The Train Pinata Kit

Pinatas are always a hit at kids' parties. The Thomas The Train Pinata Kit has everything you need to put together a fun pinata activity at your big upcoming party. You'll receive this great Thomas the Train pinata. The pinata looks just like Thomas and features a detailed tank engine and Thomas' cheery, smiling face. You'll also receive a blind fold and a 3 pound bag of candy! You'll have everything you need with one simple order. Check out our Thomas the Train Pinata Kit today!-----Thomas The Train Pinata Kit",4,0,,
21594,road bicycle,FSA Super Road Bicycle Chainring - 52T/130mm x Triple N-10 - 370-0152B2,"FSA Super Road Bicycle Chainring - 52T/130mm x Triple N-10 - 370-0152B2

Replacement chainring for road triples
Replacement chainring for road triples",4,1.414,,
21597,coffee for nespresso,Anchor Red Nespresso Coffee Pod Drawer,"Forget the cheap wire mesh holders with sticky drawers and flimsy construction that eventually sag.The strong construction means you can safely place your Nespresso coffee machine directly on top of the drawer without worrying that it will sag or that the heat will compromise the coffee pods.

Color/finish: Red
Materials: High impact plastic (HIPS)
Quantity: One (1)
Setting: Indoor
Dimensions: 2.36 inches high x 9.21 inches wide x 15.94 inches deep
Holds 50 Nespresso single serve coffee pods
Quality Sliding drawer construction
One drawer organizes all of your favorite Nespresso Capsules
Place your single serve coffee machine on top to save valuable counter space",3,1.356,,
21602,wired xbox 360 controller,New Wired USB Game Pad Controller For Microsoft Xbox 360 Black Free Shipping US,,4,0,,
21603,full tang knife,Defender Stainless Steel 6.5-inch Full Tang Hunting Knife with Whistle,"Venture off into the wilderness with confidence with this Defender stainless steel hunting knife. Complete with a built-in whistle on the sheath, this knife comes complete with a hard plastic handle.",4,0.943,,
21609,gym gloves,Holy Bible: New International Version Tan / Black Italian Duo-Tone Thinline (Paperback),"Lightweight. Compact. Portable. The NIV Compact Thinline Bible is the perfect Bible for your on-the-go lifestyle. Designed with you in mind, the convenient size allows you to carry it in just about anything: your gym bag, your glove box, your backpack, or your laptop case. The NIV Compact Thinline Bible is the ideal way to keep Gods Word at your side. Features:  Extra-thin editionless than one inch thick  Presentation pageideal for gift giving  Words of Christ in red  Ribbon marker Testimonials This Bible has been great to tuck into my work bag or travel bag without adding extra weight or bulk. I highly recommend it. Tony I own several of these Bibles, and I keep them stashed in all the right places: my glove box, my desk at work, and my suitcase. This way, I never find myself without the Word of God. Jackie",1,0,,
21611,dresses for women,Fourteenth Place Women's Belted Skater Lace Dress,"This Hanes men's comfortblend ecosmart jersey polo is a great addition to your wardrobe. This is a staple every man will love owning. It features a soft jersey fabric, collared neckline, and the classic polo style. This top is made with 5% recycled plastic bottles. Pair this with shorts or pants for a classic look year round. Pick from assorted colors.",3,0.471,,
21616,gold dress,Gold SeriesÜ¢ Men's Big & Tall Blue Wrinkle-Free Grid Dress Shirt,"From the boardroom to an anniversary dinner, the Gold Series�?Men's Big & Tall Blue Wrinkle-Free Grid Dress Shirt makes certain you’re always stylishly outfitted. Taped shoulder and side seams prevent puckering while a point collar, chest pocket and adjustable button-mitered cuffs complete the sophisticated look.  Made with moisture wicking cotton and wrinkle free for easy care, this dress shirt offers a cool comfortable fit for more formal occasions.
Blue
Adjustable-button mitered cuffs
Taped shoulder and side seams
Non-breakable buttons
Chest pocket
Shirttail hem
Wrinkle-free
Point collar
Back pleats
Machine wash
Moisture-wicking cotton
Imported",1,0,,
21620,kitchenaid mixer,KitchenAid Flex Edge Beater,Upgrade your kitchen accessory collection with this KitchenAid Flex Edge Beater. It is an all-metal beater ideal for a variety of mixer applications. This dishwasher-safe KitchenAid beater is durable.,1,0.471,,
21624,power surge protector,CyberPower 6050S 6-Outlet Surge Protector,"The CyberPower 6050S surge suppressor is an all-purpose electronic surge strip with one built-in RJ-11 port and 1500 joule MOV technology. The RJ-11 port allows for protection of telecommunication devices such as phones, faxes, modems, and DSL lines. Its MOV technology safely guards the surge suppressor and connected electronics against line abnormalities and lightning surges. The CyberPower 6050S is ideal for personal computers, stereo electronics, phones/answering machines, and all other consumer electronics. The 6050S is also equipped with EMI/RFI filters that block unwanted line noise from all connected electronics.",4,0.471,,
21630,leather mens briefcase,McKlein Ladies Leather Briefcase - Red,"Take your work with you away from the office in style with this red leather briefcase from McKlein. A padded laptop pocket keeps your computer protected, and the adjustable strap makes carrying the briefcase comfortable.",2,0.632,,
